text,label
"""Beauty had scarcely uttered these words when the <e1>castle</e1> radiated with <e2>light</e2>.""",origin-entity
"""The <e1>kitchen</e1> holds patient <e2>drinks</e2> and snacks.""",content-container
"""So you are not only sharing the speaker information, but you are also sharing the <e1>audio</e1> from the <e2>event</e2> quickly and easily.""",origin-entity
"""The <e1>algorithm</e1> generates <e2>provable primes</e2> rather than only probable primes and is nevertheless faster than the known algorithms based on pseudo-primality.""",origin-entity
"""The curricular requirements for an engineering degree can be satisfied in four years of study by completing 14 to 18 credits of work each semester, but many <e1>students</e1> deviate from the <e2>ideal curricula</e2> presented in a later section of this bulletin.""",origin-entity
"""Saunders felt a resurgence of the <e1>panic</e1> from this <e2>morning</e2> when he'd regained consciousness in the minefield.""",cause-effect
"""Contents of the <e1>scrapbooks</e1> included <e2>pictures</e2> cut from magazines and newspapers, stories, poems and anecdotes as well as photographs.""",content-container
"""<e1>Picric acid</e1> is kept in an <e2>aqueous solution</e2>, which makes it suitable and safe to handle.""",content-container
"""The Hargrett Rare Book and Manuscript Library at the University of Georgia maintains a <e1>collection</e1> of more than 800 <e2>historic maps</e2> spanning nearly 500 years.""",part-whole
"""If the <e1>hydrogen</e1> comes from <e2>water</e2>, then electricity from any source can be used to electrolyze the water.""",product-producer
"""The <e1>lady</e1> made the <e2>photocopies</e2>, pushed a few more keys on her computer, and shuffled some papers around.""",product-producer
"""We suggest using a <e1>blog</e1> for a Web 2.0 <e2>presentation</e2> instead of PowerPoint.""",theme_tool
"""Before the <e1>barber</e1> takes his <e2>scissors</e2> out, family, friends and rabbis take turns snipping.""",instrument-agency
"""Then he planted his <e1>apple</e1> <e2>seeds</e2> in neat rows and built a brush fence around the area.""",part-whole
"""'We think that the <e1>fat</e1> begets the <e2>insulin resistance</e2>, which helps produce risk factors for arteriosclerosis', he added.""",product-producer
"""In summer 2000, an Adventist church in Polotsk, Vitebsk Region, was damaged by a <e1>fire</e1> started with <e2>flammable liquids</e2>.""",cause-effect
"""These are the <e1>realities</e1> of <e2>racism</e2> in Britain.""",part-whole
"""The <e1>objective</e1> of this tender is to provide a service <e2>contract</e2>.""",theme_tool
"""The <e1>burning fuel</e1> produces <e2>exhaust gases</e2>, which, when forced out the nozzle, produce thrust, moving the rocket in the other direction.""",product-producer
"""<e1>Depression</e1> after <e2>heart attack</e2> increases future risk.""",cause-effect
"""First, the <e1>gift</e1> <e2>cards</e2> are on the thin side and are glossy.""",part-whole
"""The discharge <e1>valve</e1> is kept in the <e2>closed position</e2> at all times unless the dike is deliberately being drained.""",content-container
"""By capillary action, a thin line of blood will spread along the <e1>edge</e1> of the <e2>spreader</e2>.""",part-whole
"""Interestingly, the <e1>gastritis</e1> is not found in <e2>wild cheetahs</e2>.""",part-whole
"""We did a computer search for studies of <e1>vasectomies</e1> done without a <e2>scalpel</e2> versus with a scalpel.""",instrument-agency
"""Do not use perchloric or <e1>hydrofluoric acid</e1> inside a <e2>fume hood</e2> unless the hood was specifically designed for its use.""",content-container
"""On October 28, 2003, a <e1>worker</e1> was using a <e2>hammer</e2> to tap the arms of a truck's cabstand into a vertical position when the cabstand's arms collapsed in an unintended opposite direction causing the cab to slide off the stand onto the worker's arm.""",instrument-agency
"""There are three set changes and two intervals which help the <e1>recovery</e1> from <e2>laughter</e2>, but the entertainment is maintained despite the well expected ending.""",cause-effect
"""Eye <e1>discomfort</e1> from this <e2>staring effect</e2> is exacerbated by low humidity.""",cause-effect
"""The <e1>weaver</e1> sits with a <e2>loom</e2> fixing the back strap, keeps her legs against the footrest, which is adjustable for keeping the loom in tension.""",instrument-agency
"""It is a <e1>method</e1> for assessing the statistical <e2>significance</e2> of RNA folding.""",theme_tool
"""It is commonly accepted that <e1>progress</e1> comes from <e2>science</e2>, debate, inference, logic and reasoning.""",cause-effect
"""The <e1>artist</e1> who originally made the <e2>song</e2> popular is listed for reference only.""",product-producer
"""The judge held that the circuit court did not err, in light of the fact that the <e1>conviction</e1> was for felony <e2>murder</e2>, and given the weight of eyewitness testimony.""",theme_tool
"""The largest <e1>cutback</e1> was for <e2>projects</e2> in the Canadian region.""",theme_tool
"""<e1>Surgery</e1> after <e2>radiation chemotherapy</e2> is an effective local treatment, which is able to significantly increase local tumor control compared to radiation chemotherapy only.""",cause-effect
"""A gasoline <e1>engine</e1> powers a hydraulic drive <e2>train</e2> that provides torque at all six wheels.""",instrument-agency
"""Ancient pagan traditions used <e1>famine</e1> following <e2>feast</e2> as a way of revealing truth.""",cause-effect
"""The <e1>dose</e1> makes the <e2>poison</e2>.""",product-producer
"""Most of the <e1>excitement</e1> came from the <e2>anticipation</e2> of winning a nice prize, all for the sum of one dollar.""",cause-effect
"""Put the <e1>flour</e1> in a <e2>mixing bowl</e2>, and mix in the water a little at a time until you've got a dough.""",content-container
"""The <e1>photoheliograph</e1> produced the <e2>glass-plate photographs</e2> on display in this exhibition gallery.""",product-producer
"""The <e1>bytecodes</e1> compiled from a <e2>nonoptimized control structure</e2> are illustrated by the following hypothetical method in Collection.""",origin-entity
"""He pushed a chunk of <e1>marble</e1> across the <e2>table</e2> towards her.""",part-whole
"""<e1>Adults</e1> with <e2>sleep deprivation</e2> who listened to soft classical music at bedtime reported a percent improvement in their quality of sleep.""",cause-effect
"""The <e1>watchmaker</e1> makes the <e2>watch</e2>, he winds it up, he sets it going, he is outside the process but he initiates the process, he sets the hands in motion.""",product-producer
"""Touch sliding <e1>keyboard</e1> offers keyless <e2>typing</e2>.""",instrument-agency
"""The research described in this thesis focuses on the analysis of extraterrestrial <e1>organic compounds</e1> present in <e2>carbonaceous meteorites</e2>.""",part-whole
"""The <e1>surgeon</e1> cuts a small <e2>hole</e2> in the skull and lifts the edge of the brain to expose the nerve.""",instrument-agency
"""The <e1>transmitter</e1> generates the <e2>electromagnetic wave</e2>, some of which will be incident on the receiver.""",origin-entity
"""The report links conditions in some of the worst affected localities and the likelihood that dire poverty combined with despair and <e1>outrage</e1> over <e2>rampant corruption</e2>, repressive policies, and governments' failure to address local needs could lead to outbreaks of localised unrest with the potential to spread into a wider regional conflict.""",cause-effect
"""The authors take us on an extraordinary journey, from the depths of the ocean to the <e1>net</e1> of a <e2>fisherman</e2>.""",instrument-agency
"""Both parents should get a tax <e1>exemption</e1> for the <e2>children</e2>.""",theme_tool
"""The <e1>taste</e1> is from the <e2>ginseng</e2>, not alcohol.""",origin-entity
"""They will cast you out of the <e1>net</e1> like any <e2>fisherman</e2> looking for a certain fish.""",instrument-agency
"""Harry Stanley, 46, from Hackney, East London, was shot and killed by Metropolitan Police officers who apparently had mistaken a <e1>chair-leg</e1> being carried in a <e2>plastic bag</e2> for a firearm.""",content-container
"""The <e1>programming</e1> <e2>staff</e2> is responsible for developing agency wide policies.""",theme_tool
"""When he was back he noticed that he had locked the <e1>keys</e1> inside the <e2>car</e2>.""",content-container
"""The <e1>turn signal indicator</e1> inside the <e2>car</e2> was blinking erratically for the last month and someone recently explained that it meant the bulb had gone somewhere on the left.""",content-container
"""Binary insertion sort <e1>algorithm</e1> is used for small <e2>lists</e2>.""",theme_tool
"""Manila radio station DZMM quoted survivors as saying that the <e1>fire</e1> started with an <e2>explosion</e2> in the cargo hold and spread across the ship within minutes.""",cause-effect
"""A <e1>process</e1> for obtaining a free research use <e2>license</e2> has been established through the University of Illinois Office of Technology Management.""",theme_tool
"""The <e1>revocation</e1> was for <e2>failure</e2> to maintain regular business hours.""",theme_tool
"""The resulting <e1>shockwaves</e1> produced the <e2>metal-forming conditions</e2> for periods of 100-200 ns.""",product-producer
"""Taken in total, the <e1>case</e1> for prosecuting the former <e2>members</e2> of the Symbionese Liberation Army for taking Myrna Opsahl's life is irrefutable.""",theme_tool
"""In zen, there is a strong relationship between <e1>work</e1> and <e2>food</e2>, for the former begets the latter.""",product-producer
"""<e1>Yoga</e1> is fantastic for <e2>increased flexibility</e2>, which is great for cross-training with all the other programs we offer.""",cause-effect
"""As the molten metal cools, it hardens and assumes the <e1>shape</e1> created by the mold's <e2>cavity</e2>.""",product-producer
"""However, these animals are found in the intertidal zone, inside tide pools, where salinity can increase due to <e1>evaporation</e1> from <e2>exposure</e2> to intense sunshine, or decrease from heavy rainfall or fresh water runoffs.""",cause-effect
"""A <e1>lodge</e1> combines a <e2>colonial atmosphere</e2> with the rustic beauty and history of Africa.""",instrument-agency
"""This <e1>northshore</e1> <e2>company</e2> is looking for a dynamic transcriptionist who can take detailed notes from a meeting and document the next day!""",product-producer
"""He brought the broken door inside the house, put it on the floor in the <e1>middle</e1> of the <e2>room</e2> and checked carefully the stains near the knob.""",part-whole
"""Surrounding each neuron there was a group of cells of the glial type (satellite cells), which together with the <e1>collagen fibres</e1> composed the <e2>glial capsule</e2>.""",product-producer
"""By capillary action, a thin <e1>line</e1> of <e2>blood</e2> will spread along the edge of the spreader.""",part-whole
"""The <e1>place</e1> of <e2>women</e2> in today's Church will be explored at the conference.""",part-whole
"""<e1>Trees</e1> grow <e2>seeds</e2>.""",product-producer
"""A Justice Department lawyer may have been laying the <e1>groundwork</e1> for the Iraq <e2>invasion</e2> long before it was discussed publicly by the White House.""",theme_tool
"""The Corel data set is relatively simple because the annotations are <e1>nouns</e1> selected from a <e2>relatively small vocabulary</e2>.""",origin-entity
"""With five of the six classes being a single credit hour and the sixth being three credit hours of capstone design, sophomores, juniors, and seniors work directly with medical doctors, nurses, graduate students, Ph.D.'s, and <e1>engineers</e1> from the <e2>medical industry</e2>.""",origin-entity
"""Many people think that <e1>foods</e1> with <e2>sugar alcohols</e2> are ""free foods"".""",part-whole
"""Gurra Krantz, skipper of the still leading yacht SEB reports some <e1>frustration</e1> after <e2>yesterday's exhilarating rides</e2>.""",cause-effect
"""The <e1>intent</e1> was for the occupying powers to govern the <e2>country</e2> together inside the 1947 borders.""",theme_tool
"""Teens will find a realistic model for improving self-esteem, confronting challenges head on and the possibilities of <e1>achievement</e1> through <e2>perseverance</e2>.""",cause-effect
"""The <e1>information</e1> on the recorded talks is kept in the <e2>database</e2>.""",content-container
"""During this procedure, the <e1>surgeon</e1> makes a small <e2>hole</e2> (""fenestration"") in the baffle to help relieve the symptoms of the original heart disease.""",product-producer
"""The <e1>plane</e1> makes a <e2>parabolic maneuver</e2>, much like a roller coaster with steep climbs and descents, that simulates zero gravity conditions.""",product-producer
"""In converting a tree into thick planks, the <e1>saw</e1> causes a <e2>waste</e2> of a very small fractional part.""",instrument-agency
"""<e1>Infection</e1> starts with <e2>manual execution</e2> of the binary.""",cause-effect
"""The <e1>president</e1> used the <e2>pretext</e2> of ""national security"".""",instrument-agency
"""It is a <e1>plugin</e1> for navigating the <e2>file system</e2>.""",theme_tool
"""The <e1>interpretation</e1> was made using the Huynh-Feldt adjusted <e2>results</e2>.""",instrument-agency
"""There exists a widespread <e1>controversy</e1> over <e2>stem cell research</e2> that emanates from the techniques used in the creation and usage of stem cells.""",cause-effect
"""The randomized hypertensive ABCD study demonstrated a decrease in myocardial infarction with ACE inhibitors and a <e1>decrease</e1> in overall mortality with aggressive <e2>blood pressure control</e2>.""",cause-effect
"""The event featured a demonstration of weaving on a <e1>loom</e1> by local <e2>weaver</e2> Nancy Alexander.""",instrument-agency
"""The <e1>land</e1> was farmed for <e2>cattle</e2>, but segments of the forests were sold off and the chapel fell into disrepair.""",product-producer
"""The <e1>patient</e1> had crushed a pencil with this <e2>toe</e2> about 30 years previously.""",instrument-agency
"""I know another <e1>drinking</e1> <e2>accident</e2> happened in the Gallup area the other day, which is plagued by drinking and driving accidents.""",cause-effect
"""So the inscription didn't name the <e1>pistol</e1>'s <e2>maker</e2>, or the artist who decorated it, or the year it was made.""",product-producer
"""The <e1>following translation</e1> is from the <e2>website</e2> of Sanzinsoo.""",origin-entity
"""<e1>Cinnamon oil</e1> is distilled from <e2>bark chips</e2> and used to alleviate stomach upsets.""",origin-entity
"""To prevent <e1>students</e1> from <e2>informing</e2> their peers what questions are in the quiz, the questions are randomly selected from a large, pre-prepared question bank.""",origin-entity
"""Declines of great gray owls in California may be due to <e1>habitat degradation</e1> from <e2>logging</e2>, grazing, and development.""",cause-effect
"""Among the additional contents of the <e1>box</e1> were a <e2>controller</e2>, an audio/video connector, a plug, and quite a few manuals and booklets.""",content-container
"""After the <e1>panel</e1> makes a <e2>recommendation</e2>, OraSure said it likely will formally apply to sell the test over-the-counter.""",product-producer
"""To better follow the quality, the <e1>company</e1> manufactures itself the necessary <e2>fabrics</e2>, starting from the purchase of the yarn.""",product-producer
"""Straight ahead you enter a nice sized <e1>living room</e1> that contains the front <e2>door</e2>.""",content-container
"""There are four <e1>caverns</e1> located inside the <e2>cave</e2> with the tunnel heading west being the largest.""",content-container
"""The period of <e1>tumor shrinkage</e1> after <e2>radiation therapy</e2> is often long and varied (mean months).""",cause-effect
"""The <e1>tram</e1> makes the <e2>trip</e2> from the main university campus in less than 5 minutes, while driving can take 15 minutes or longer.""",product-producer
"""How do I recognize a <e1>room</e1> that contains <e2>radioactive materials</e2>?""",content-container
"""Has anyone insulated a stone foundation, <e1>dirt</e1> <e2>floor</e2> basement?""",part-whole
"""The <e1>student</e1> shall provide a <e2>written request</e2>, mailed to the Executive Director of the Pacific Division.""",product-producer
"""It is the <e1>blueprint</e1> for a design <e2>revolution</e2>.""",theme_tool
"""The design of the shape of the can ends moreover has a marked effect on their ability to resist <e1>deformation</e1> from <e2>internal pressure</e2>.""",cause-effect
"""Their chemical <e1>activation</e1> by <e2>light</e2> (halogen, plasma, lasers, etc.) enhances their efficiency by reducing exposure time and number of appointments.""",cause-effect
"""The <e1>construction</e1> gives a <e2>refinement</e2> of Nori's argument in the case of a self-product of a curve.""",origin-entity
"""This lamp can cause serious skin burn and <e1>eye inflammation</e1> from <e2>shortwave ultraviolet radiation</e2> if outer envelope of the lamp is broken or punctured.""",cause-effect
"""The <e1>acid</e1> is kept in a level-controlled <e2>tank</e2> (with a controller and an alarm. in the event of low acid level).""",content-container
"""The bran and the <e1>germ</e1> are nutrient-rich parts of the <e2>grain</e2> and thus whole grain products are far healthier than products made with white flour.""",part-whole
"""Preliminary experiments [Nature (1994) 368, 315] seemed to support this idea in that the <e1>quenches</e1> produced the predicted high <e2>vortex-densities</e2>.""",product-producer
"""In America, generations of Portuguese <e1>immigrants</e1> from the <e2>mainland</e2>, Azores and Madeira have brought their often-simple but diverse and always tasty cuisine.""",origin-entity
"""Our water froze and <e1>batteries</e1> kept in <e2>pockets</e2> got cold.""",content-container
"""The <e1>drill</e1> enables the <e2>dentist</e2> to accomplish these procedures quickly and reduces the trauma to oral tissues.""",instrument-agency
"""Conference center has at least one dedicated main conference <e1>room</e1> that contains a minimum of 1,000 <e2>square feet</e2> and can accommodate flexible seating arrangements.""",content-container
"""The <e1>domain</e1> is for <e2>sale</e2>.""",theme_tool
"""They're always leaving their goddam bags out in the <e1>middle</e1> of the <e2>aisle</e2>.""",part-whole
"""The authors found that the peak <e1>rowing force</e1> exerted on the <e2>oar blade</e2> increased slowly, but quadratically, with stroke rate.""",instrument-agency
"""<e1>Cooperation</e1> through <e2>physical activity</e2> promotes important life skills.""",cause-effect
"""How can you prove that a <e1>gas</e1> takes up <e2>space</e2>?""",origin-entity
"""<e1>Taxi driver</e1> spotted stolen <e2>car</e2> shortly after police sent out an alert.""",instrument-agency
"""One <e1>strategy</e1> for combating phishing is to train <e2>users</e2> to deal with phishing.""",theme_tool
"""They discussed the impact of their critical meetings held in the wake of India's 1998 nuclear tests, ultimately laying the <e1>groundwork</e1> for the current <e2>movement</e2> to build a firm strategic relationship between India and the United States.""",theme_tool
"""Examples include the <e1>exclusion</e1> of certain benefits from <e2>funding standards</e2> and the exclusion of entire plans from certain funding requirements.""",cause-effect
"""The Global Warming <e1>segment</e1> starts off with two, cute <e2>anecdotes</e2> about flowers blooming early and aardvarks moving North.""",cause-effect
"""Some inactivated influenza vaccine contains thimerosal, a <e1>preservative</e1> that contains <e2>mercury</e2>.""",content-container
"""The third <e1>observation</e1> was made with the Echellette <e2>spectrograph</e2>.""",instrument-agency
"""Many <e1>games</e1> can be played with Go <e2>equipment</e2>.""",instrument-agency
"""The <e1>acts</e1> of terror the world has witnessed have welded a <e2>bond</e2> among freedom-loving nations.""",instrument-agency
"""It is a parallel <e1>algorithm</e1> for reconfiguring a multibutterfly <e2>network</e2> with faulty switches.""",theme_tool
"""The <e1>hairdresser</e1> took his <e2>scissors</e2> and held up a coil of hair.""",instrument-agency
"""My <e1>sin</e1> was to write a <e2>screenplay</e2> accurately depicting Bill Clinton's record on terrorism. """,theme_tool
"""There should be no <e1>revenue increase</e1> from the <e2>tax cuts</e2> - except possibly from the cuts in the higher tax rates.""",cause-effect
"""Strikingly large in scale, this <e1>grater</e1> shaves a perfect <e2>portion</e2> in a single stroke.""",instrument-agency
"""Yet the <e1>nomination</e1> was for original <e2>music</e2>.""",theme_tool
"""A <e1>man</e1> struck my video camera with a <e2>hammer</e2> while I accompanied a German film crew in Clearwater.""",instrument-agency
"""A high voltage sand-filled <e1>fuse</e1> was made using a conventional sand-filled fuse <e2>design</e2>.""",instrument-agency
"""The piglet's incisor <e1>teeth</e1> are cut off with <e2>pliers</e2>.""",instrument-agency
"""As a result of direct persecution, habitat loss and <e1>habitat degradation</e1> from <e2>1950s</e2> until 1990s, brown bear population has decreased so much.""",cause-effect
"""Close all <e1>doors</e1> inside the <e2>house</e2> to slow down fire spread from room to room.""",content-container
"""But neither of the <e1>teens</e1> manufactured the <e2>fake device</e2>, he said.""",origin-entity
"""The <e1>heater</e1> inside the <e2>car</e2> consumed gasoline.""",content-container
"""Literary criticism is the study of literature by means of a microscopic knowledge of the language in which a book is written, of its <e1>growth</e1> from various <e2>roots</e2>, of its stages of development and the factors influencing them, of its condition in the period of this particular composition, of the writer's idiosyncrasies of thought and style in his ripening periods, of the general history and literature of his race, and of the special characteristics of his age and of his contemporary writers.""",cause-effect
"""The university is the largest <e1>institution</e1> of <e2>research</e2> and education in Denmark with about 35.000 students and 7000 employees.""",part-whole
"""The <e1>person</e1> providing the <e2>alibi</e2> could be the culprit and would be providing a fabricated alibi.""",origin-entity
"""The <e1>stereograph</e1> produces the same <e2>output</e2>.""",product-producer
"""The <e1>pollution</e1> in rain comes from <e2>mercury air pollution</e2> from coal-fired power plants and other industries.""",cause-effect
"""The decedent was a licensed commercial truck driver and had been employed by this <e1>trucking</e1> <e2>company</e2> for five years.""",product-producer
"""The third <e1>zone</e1> is procreated by the <e2>mid-ocean ridge</e2>, which is responsible for 7 percent of the earthquakes.""",product-producer
"""He was a <e1>trouble</e1> <e2>maker</e2> then, a leader in SDS, and a trouble maker he remains.""",product-producer
"""The resulting <e1>anti-social behaviour</e1> from <e2>alcohol consumption</e2> is an on-going matter that the town and the police continue to address, particularly in the summer months.""",cause-effect
"""Ray Parlour shows his <e1>frustration</e1> after Middlesbrough's <e2>defeat</e2>.""",cause-effect
"""The <e1>land</e1> surrounding the lakes is extensively farmed for <e2>wheat</e2>, while elsewhere in the National Park the steppe is heavily grazed by domestic livestock.""",product-producer
"""The weights rested on the hard <e1>surface</e1> of the <e2>walkways</e2> .""",part-whole
"""You can see it in every leaf that trembles, in every <e1>grain</e1> of <e2>sand</e2>.""",part-whole
"""A second aspect of the invention provides apparatuses for indicating the position of an <e1>oar</e1> during <e2>rowing</e2>.""",instrument-agency
"""Over the top of the hill was a <e1>fairly-decent refugee camp</e1> from a <e2>war</e2> that has never really ended.""",origin-entity
"""The <e1>boys</e1> sawed wood with the <e2>sawing machine</e2> this afternoon.""",instrument-agency
"""Find the <e1>infinitive</e1> from the <e2>participle</e2>.""",origin-entity
"""This is a new tool to enhance <e1>role</e1> of <e2>pharmacists</e2> in health care.""",part-whole
"""In addition, scientists may have a number of potentially useful targets to prevent and treat this lethal tumour because of the findings that NOXmediated <e1>overproduction</e1> of hydrogen peroxide is responsible for increased <e2>growth</e2> and decreased death of cancer cells.""",cause-effect
"""This answer leads me to think that the <e1>robber</e1> was inside the <e2>office</e2> when the manager decided to take action and escape out the side door.""",content-container
"""<e1>Cancer</e1> is found in <e2>lymph node areas</e2> on both sides of the diaphragm and in one area of a nearby organ or tissue other than the lymph nodes.""",part-whole
"""This is the same basic <e1>mechanism</e1> at work in a <e2>vacuum cleaner</e2>, though the execution is a bit more complicated.""",instrument-agency
"""The <e1>case studies</e1> never present in <e2>manuals</e2> allow the concepts to come alive and stimulate us to understand how we can apply them to our own supply chain.""",part-whole
"""Learning to change your vehicle's <e1>engine</e1> <e2>oil</e2> can save you time and money.""",origin-entity
"""If the <e1>request</e1> comes from a <e2>private company</e2>, there's no law that requires them to provide a disclosure notice.""",product-producer
"""The <e1>building</e1> contained a significant amount of <e2>school furniture</e2> and equipment.""",content-container
"""Eventually the <e1>company</e1> manufactured the <e2>machines</e2>.""",origin-entity
"""As the <e1>policeman</e1> hit her with his <e2>truncheon</e2>, another police officer pushed him away from her and shouted for him to stop.""",instrument-agency
"""Is it really possible to build the <e1>tree</e1> from a <e2>database</e2>?""",origin-entity
"""A <e1>gift annuity</e1> combines a <e2>gift</e2> with an investment.""",instrument-agency
"""We clicked the <e1>thumbnail</e1> for a <e2>preview</e2> of the theme.""",theme_tool
"""The <e1>detainee</e1> is kept in the <e2>cell</e2> 23 Â½ hours a day.""",content-container
"""Although the <e1>goats</e1> were farmed for their <e2>fibre</e2> from early times it was not until the 16th century that export of the goats was permitted.""",product-producer
"""We drove down to Fort Myers in a <e1>jeep</e1> packed to the <e2>ceiling</e2> with equipment and no air conditioning.""",part-whole
"""The <e1>projection</e1> was for <e2>revenue</e2> of $6.4 billion and earnings per share of 78 cents.""",theme_tool
"""Laser profiling is a <e1>technique</e1> for the <e2>study</e2> of prosthetic heart valve leaflet motion.""",theme_tool
"""The Office serves as the <e1>secretariat</e1> for the General Assembly's only <e2>committee</e2> dealing exclusively with international cooperation in the peaceful uses of space.""",theme_tool
"""<e1>Canola</e1> <e2>oil</e2> is a versatile, neutral-tasting oil that is very low in saturated fat.""",origin-entity
"""The <e1>implementor</e1> makes the <e2>decision</e2>, not the protocol.""",product-producer
"""It is set in the most beautiful surroundings and the <e1>land</e1> has been biodynamically farmed for <e2>many years</e2>.""",product-producer
"""As long as a surviving multiplexed copy of the controlfile exists, <e1>recovery</e1> from <e2>loss</e2> of a controlfile is simple.""",cause-effect
"""The <e1>election</e1> for the two Legislative Yuan <e2>posts</e2> is scheduled for February 1.""",theme_tool
"""Grubs tend to cause significant <e1>damage</e1> from <e2>autumn</e2> to spring by which time the larvae are becoming fully grown.""",cause-effect
"""After the cashier put the <e1>cash</e1> in a <e2>bag</e2>, the robber saw a bottle of scotch that he wanted behind the counter on the shelf.""",content-container
"""The <e1>kitchen</e1> contains various commercial equipment such as <e2>stoves</e2>, griddles, deep fryer, and an oven.""",content-container
"""You own a <e1>house</e1> that contains a <e2>granny flat</e2>.""",content-container
"""This is how much a <e1>recommendation</e1> for a <e2>product</e2> is worth in financial terms.""",theme_tool
"""I explained that I was a teacher and that the <e1>boxes</e1> contained <e2>books</e2> I was bringing for the students to improve their English.""",content-container
"""Because the <e1>trench</e1> was inside the <e2>fenced back yard</e2>, he saw no reason to worry about leaving it uncovered.""",content-container
"""The <e1>boil</e1> in a <e2>bag</e2> omelets work great too.""",content-container
"""Alabama has since enacted legislation, allowing <e1>death</e1> by <e2>lethal injection</e2> as an alternative choice to death in the electric chair.""",cause-effect
"""The <e1>spiciness</e1> comes from small <e2>capsaicin glands</e2> located between the pepper's outside skin and the white ribs inside.""",cause-effect
"""You can put <e1>wine</e1> in the <e2>hookah water</e2>, and otherwise adulterate the tobacco and so on to change the flavor.""",content-container
"""A grantee may appeal this decision only if the <e1>withholding</e1> was for the grantee's <e2>failure</e2> to comply with the terms and conditions of a previous award.""",theme_tool
"""A pop-up roll cage and active headrests aim to protect occupants during a rollover, and the <e1>floorboard</e1> is made from <e2>bamboo</e2> and aluminum.""",origin-entity
"""Not sure what brand of model it came from but the <e1>wings</e1> are from a <e2>trashed plane</e2> my buddy had.""",origin-entity
"""A star <e1>footballer</e1> can barely touch the <e2>ball</e2> for 90 minutes, then suddenly produce five seconds of genius that decides the game.""",instrument-agency
"""Arthur and Franz are thieves, or they're trying to be thieves, and somehow learn that Odile lives in a <e1>house</e1> that contains a large sum of <e2>money</e2>.""",content-container
"""You can see the <e1>wrinkles</e1> from 'Meredith's'<e2>face</e2> and you can even understand by looking the series that she is really about same age as 'Bailey'.""",cause-effect
"""As viewed by a worshiper seated among the congregation, there are two speaker's stands on either <e1>side</e1> of the <e2>front</e2> of the church.""",part-whole
"""This angle <e1>convention</e1> is used for self-rotation <e2>functions</e2>.""",theme_tool
"""Unhappy with Beno Udrih, the Spurs are on the <e1>prowl</e1> for a more dependable two-way, pass-and-shoot point <e2>guard</e2>.""",theme_tool
"""He sued Georgia Tech and the Board of Regents, claiming his professor and the University's administration should have provided him with laboratory safety training and should have warned him of the dangers of mixing acetone, ethanol, and <e1>nitric acid</e1> inside a <e2>metal container</e2>.""",content-container
"""Hand creams counteract <e1>dryness</e1> from <e2>exposure</e2> to wind, sun, and detergents.""",cause-effect
"""We want to assist the Iraqi government in establishing the <e1>foundations</e1> for a sound <e2>economy</e2> with the capacity to deliver essential services.""",theme_tool
"""Francisco Garcia Lorca sees the <e1>horse</e1> carrying the <e2>rider</e2>, against his will, to his death.""",instrument-agency
"""That year, summer students at the VLA made the first discovery of <e1>radio emission</e1> from a brown <e2>dwarf</e2>.""",cause-effect
"""A <e1>pulsar</e1> powers the supernova <e2>remnant</e2> by confirming the existence of the point-like source and discovering a cloud of high-energy electrons around the central object.""",instrument-agency
"""Let us sprinkle flowers around and put <e1>wine</e1> in the <e2>cup</e2>.""",content-container
"""In particular, we work on devices that take the <e1>signal</e1> that is carried in a <e2>beam</e2> of light going through an optical fiber and transfer that signal to another beam of light going through the same fiber.""",content-container
"""The <e1>judge</e1> hesitates, <e2>gavel</e2> poised, shooting them a warning look.""",instrument-agency
"""Anyone seeking <e1>hair reduction</e1> by <e2>laser treatment</e2> should first consult with a dermatologist, says Moore.""",cause-effect
"""I find it hard to bend and reach and I cannot use the <e1>cupboards</e1> in my <e2>kitchen</e2>.""",content-container
"""Our <e1>mission</e1> in Iraq was to win the <e2>war</e2>. """,theme_tool
"""Clinton Portis, who missed last week's game against Dallas because of a <e1>shoulder injury</e1> from the <e2>preseason</e2>, rushed for yards on attempts to become the fifth-fastest player to reach the 6,000-yard mark in his career.""",cause-effect
"""We want ideas to save our planet, to save the <e1>planet</e1> from the <e2>imperialist threat</e2>.""",origin-entity
"""The <e1>kitchen</e1> contains basic items such as <e2>salt</e2>, pepper and olive oil.""",content-container
"""These <e1>criteria</e1> are used for determining chart <e2>position</e2> for Songs, CDs and Artists.""",theme_tool
"""This publication details the <e1>procedure</e1> for filing a <e2>complaint</e2> under title III of the ADA.""",theme_tool
"""The rest of the points are awarded proportionally to the distance the <e1>ball</e1> is from the <e2>farthest traveling ball</e2>.""",origin-entity
"""He brought the broken <e1>door</e1> inside the <e2>house</e2>, put it on the floor in the middle of the room and checked carefully the stains near the knob.""",part-whole
"""The <e1>light</e1> in the background is from the <e2>sunrise</e2>.""",origin-entity
"""A sewing machine is a mechanical (or electromechanical) <e1>device</e1> that joins fabric using <e2>thread</e2>.""",instrument-agency
"""And because of a last minute <e1>collapse</e1> from <e2>top</e2> to bottom - what would be and should be a perfect season to this point is just another year.""",cause-effect
"""News from the Caravan posts a <e1>recipe</e1> for <e2>manti</e2>, a dish made in not just Kazakhstan, but also in the rest of Central Asia, Mongolia, and Turkey.""",theme_tool
"""The <e1>door</e1> does not open inside the <e2>house</e2>, but outside, towards the person who wants to get in.""",part-whole
"""In almost all of the incidents, the <e1>attacker</e1> developed the <e2>idea</e2> to harm the target before the attack.""",product-producer
